age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
30,7,2,7,0,0,0,0,6,4,101,1,14,1,2,-1.8,93.369,-34.8,0.635,5008.7,1
32,5,0,3,0,1,1,0,8,1,82,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,1
43,9,1,0,0,0,0,0,5,3,1015,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
30,5,2,0,0,0,0,0,2,3,698,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
36,3,0,3,0,1,0,0,2,0,414,2,999,1,0,-1.8,92.893,-46.2,1.264,5099.1,1
36,1,1,3,0,1,0,0,0,1,337,1,6,1,2,-1.1,94.199,-37.5,0.881,4963.6,1
30,4,2,2,0,1,0,0,5,1,537,1,999,0,1,-3.4,92.649,-30.1,0.72,5017.5,1
32,9,2,0,0,0,0,0,9,0,722,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
29,8,0,6,0,1,0,1,8,2,1617,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
62,0,0,0,0,0,0,0,7,3,207,1,6,1,2,-3.4,92.431,-26.9,0.724,5017.5,1
72,0,1,4,0,1,0,0,5,3,199,1,999,0,1,-3.4,92.649,-30.1,0.715,5017.5,1
28,8,2,2,0,1,0,0,2,1,409,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
36,3,0,2,2,0,0,0,3,4,1184,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
24,7,2,0,0,0,0,0,2,3,389,1,7,2,2,-1.8,93.876,-40,0.672,5008.7,1
36,6,2,4,0,0,0,0,5,1,238,1,999,0,1,-1.1,94.767,-50.8,1.046,4963.6,1
36,5,2,3,0,1,0,0,3,1,1344,7,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
20,7,2,0,0,1,0,0,8,2,201,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,1
26,5,2,3,0,1,0,1,1,3,395,1,999,0,1,-3,92.713,-33,0.715,5023.5,1
28,3,2,3,0,1,1,0,6,2,3076,1,999,0,1,-1.8,92.843,-50,1.64,5099.1,1
82,0,1,1,0,1,1,0,4,0,125,2,999,0,1,-1.8,93.749,-34.6,0.643,5008.7,1
42,6,0,6,0,1,0,0,7,3,307,1,7,1,2,-3.4,92.431,-26.9,0.735,5017.5,1
21,7,2,0,0,0,0,0,7,0,328,1,999,0,1,-3.4,92.431,-26.9,0.739,5017.5,1
58,0,0,1,0,1,0,0,5,3,487,1,999,2,0,-3.4,92.649,-30.1,0.716,5017.5,1
28,6,2,0,0,1,1,0,4,4,268,1,999,0,1,-1.8,93.075,-47.1,1.483,5099.1,1
22,7,2,0,0,1,0,0,2,1,272,1,999,0,1,-1.8,93.876,-40,0.697,5008.7,1
25,7,2,7,0,0,0,0,0,2,732,1,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,1
31,5,2,3,0,1,0,0,3,0,239,3,999,0,1,-1.7,94.027,-38.3,0.896,4991.6,1
48,4,0,6,0,0,0,0,2,3,317,1,6,3,2,-1.8,93.876,-40,0.682,5008.7,1
33,6,0,4,0,0,0,0,9,1,1077,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
31,5,2,3,0,0,0,0,3,1,507,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
34,6,0,4,2,0,0,0,9,3,727,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
66,4,2,1,0,1,0,0,4,4,416,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
24,3,2,7,0,0,1,0,9,4,342,2,999,0,1,-2.9,92.469,-33.6,1.072,5076.2,1
42,1,0,4,0,1,0,0,0,4,84,3,999,0,1,-3.4,92.379,-29.8,0.778,5017.5,1
37,9,2,0,0,1,0,0,4,3,165,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
31,8,2,3,0,1,0,0,4,4,701,1,5,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
59,0,0,6,0,0,0,1,2,3,560,9,999,0,1,1.1,93.994,-36.4,4.857,5191,1
31,9,2,0,0,0,0,0,2,2,293,2,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,1
26,8,0,2,2,1,0,1,9,3,367,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
35,6,0,6,0,1,1,1,2,2,710,1,999,0,1,1.1,93.994,-36.4,4.855,5191,1
57,2,0,1,0,0,0,0,4,3,224,2,6,1,2,-1.8,93.749,-34.6,0.642,5008.7,1
30,5,2,3,0,0,0,0,4,4,662,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
53,6,0,4,0,0,0,0,8,4,592,3,999,1,0,-2.9,92.963,-40.8,1.26,5076.2,1
27,5,2,7,0,0,0,0,6,1,128,1,3,1,2,-1.8,93.369,-34.8,0.637,5008.7,1
45,5,0,3,0,0,0,0,1,4,150,2,6,1,2,-3,92.713,-33,0.707,5023.5,1
41,5,0,3,0,1,0,0,1,4,422,2,999,0,1,-3,92.713,-33,0.707,5023.5,1
26,5,2,0,0,1,0,1,4,3,170,3,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,1
46,5,0,3,0,1,0,1,8,0,502,5,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
43,1,0,3,0,0,0,0,5,4,1192,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
39,9,0,0,0,1,0,1,2,2,430,6,999,0,1,1.1,93.994,-36.4,4.857,5191,1
51,5,0,3,0,1,0,0,9,2,139,5,999,0,1,-2.9,92.469,-33.6,0.921,5076.2,1
52,6,0,1,0,1,0,0,3,0,917,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
55,11,0,1,0,1,0,0,9,4,1298,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
33,6,2,2,0,1,0,0,9,1,531,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
59,0,0,2,0,1,0,1,8,3,2093,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
59,3,0,6,0,1,0,0,4,0,860,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
32,5,0,3,0,1,0,0,8,0,103,1,999,1,0,-2.9,92.963,-40.8,1.266,5076.2,1
18,7,2,4,0,0,1,0,7,2,368,2,999,0,1,-3.4,92.431,-26.9,0.72,5017.5,1
34,8,0,6,0,1,0,0,8,3,302,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
64,0,0,1,0,1,0,0,6,3,262,2,999,0,1,-1.8,93.369,-34.8,0.634,5008.7,1
25,1,0,3,0,1,0,1,5,3,268,1,999,0,1,-0.1,93.2,-42,4.663,5195.8,1
43,9,0,0,0,1,1,0,9,0,1212,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
46,9,2,6,2,0,1,0,2,0,390,5,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
39,9,0,0,0,1,0,1,8,2,554,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
41,5,1,0,0,0,0,1,8,0,686,11,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
28,6,2,2,0,0,0,0,9,2,1369,9,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
66,2,0,1,0,0,0,1,9,1,1008,2,999,0,1,-1.7,94.215,-40.3,0.876,4991.6,1
32,7,2,3,0,1,0,0,4,0,712,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
33,5,0,3,0,0,0,1,2,3,664,2,999,0,1,1.1,93.994,-36.4,4.857,5191,1
45,11,0,7,0,0,0,1,5,3,169,1,999,0,1,-0.1,93.2,-42,4.663,5195.8,1
38,5,2,3,2,1,0,0,0,3,153,1,3,1,2,-3.4,92.379,-29.8,0.768,5017.5,1
31,5,1,3,0,1,1,0,6,0,174,2,999,1,0,-1.8,92.843,-50,1.56,5099.1,1
25,7,2,7,2,1,0,0,9,1,371,1,999,0,1,-2.9,92.469,-33.6,1.044,5076.2,1
44,6,2,7,0,1,0,1,9,3,576,1,999,0,1,-2.9,92.469,-33.6,1.029,5076.2,1
33,4,0,3,0,1,0,0,8,0,579,3,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
20,7,2,7,0,0,0,0,2,1,202,2,12,1,2,-1.8,93.876,-40,0.697,5008.7,1
45,5,1,3,0,0,0,0,2,0,507,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
59,1,0,3,0,0,0,1,2,0,340,8,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
32,5,0,0,0,2,2,0,0,0,908,1,6,4,2,-1.1,94.199,-37.5,0.882,4963.6,1
33,5,0,3,0,0,0,0,9,1,2516,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
35,5,1,0,0,1,1,1,4,4,111,1,999,0,1,-1.8,93.749,-34.6,0.635,5008.7,1
52,5,0,6,0,0,1,0,0,3,506,3,999,0,1,-1.1,94.199,-37.5,0.876,4963.6,1
48,10,0,3,0,1,0,0,2,2,316,2,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,1
26,11,2,0,2,1,1,1,8,3,524,15,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
32,8,2,6,0,1,0,0,3,1,473,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
67,0,0,6,0,1,1,0,3,0,186,1,999,0,1,-2.9,92.201,-31.4,0.861,5076.2,1
55,8,0,6,0,1,0,1,8,0,555,5,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
53,1,1,3,0,0,1,0,5,2,368,2,3,1,2,-3.4,92.649,-30.1,0.716,5017.5,1
36,6,0,4,0,1,0,0,9,1,864,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
45,5,0,3,0,0,0,0,0,0,587,1,999,0,1,-3.4,92.379,-29.8,0.797,5017.5,1
38,6,2,0,0,0,0,1,6,1,450,3,6,2,2,-1.8,93.369,-34.8,0.652,5008.7,1
49,8,0,3,0,1,0,0,2,4,820,1,999,0,1,-1.8,93.876,-40,0.699,5008.7,1
29,5,2,3,0,0,0,1,8,0,1055,10,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
25,5,2,0,0,0,0,0,9,4,449,2,999,0,1,-1.7,94.215,-40.3,0.81,4991.6,1
29,8,0,3,0,1,0,0,5,4,150,1,999,0,1,-0.1,93.2,-42,4.592,5195.8,1
35,5,0,3,0,1,0,0,6,0,378,4,999,0,1,-1.8,92.843,-50,1.811,5099.1,1
45,5,0,0,0,1,0,0,3,1,1293,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
37,5,0,3,0,1,0,0,4,3,135,1,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,1
34,5,0,3,0,1,0,0,2,0,915,2,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,1
29,5,2,0,0,1,0,0,9,4,480,1,6,1,2,-1.7,94.215,-40.3,0.81,4991.6,1
31,10,1,0,0,1,0,1,2,4,1120,2,999,0,1,1.1,93.994,-36.4,4.855,5191,1
31,9,2,4,0,1,0,0,2,3,734,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
51,1,0,3,2,0,1,1,2,4,1156,2,999,0,1,1.1,93.994,-36.4,4.86,5191,1
35,5,0,0,2,1,0,0,9,2,794,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
38,6,0,4,2,0,0,1,8,1,1045,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
51,5,0,3,0,1,1,0,7,4,236,3,3,1,2,-1.1,94.601,-49.5,0.965,4963.6,1
45,6,0,7,0,1,1,1,2,0,943,2,999,0,1,1.1,93.994,-36.4,4.858,5191,1
50,0,1,0,0,1,0,0,5,4,691,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
70,0,0,1,0,0,0,0,4,3,167,2,999,1,0,-1.8,93.075,-47.1,1.415,5099.1,1
30,5,2,3,0,1,1,1,4,4,874,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
35,5,0,3,0,1,0,0,3,3,768,2,999,2,0,-2.9,92.201,-31.4,0.854,5076.2,1
34,5,2,0,0,0,0,0,8,2,548,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,1
51,6,0,1,0,1,0,0,2,0,601,3,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
42,1,2,3,0,0,0,0,7,2,1106,2,999,0,1,-3.4,92.431,-26.9,0.743,5017.5,1
64,0,0,0,2,0,0,0,3,1,301,1,999,1,0,-2.9,92.201,-31.4,0.859,5076.2,1
37,8,0,3,0,1,0,0,3,0,187,1,4,1,2,-2.9,92.201,-31.4,0.884,5076.2,1
34,8,0,6,0,1,1,1,0,1,376,2,999,0,1,-3.4,92.379,-29.8,0.788,5017.5,1
49,2,2,3,0,1,0,0,1,0,583,2,6,1,2,-3,92.713,-33,0.717,5023.5,1
30,8,2,6,0,0,0,0,8,4,137,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
37,8,0,6,0,0,0,0,4,4,277,1,18,1,2,-1.8,93.749,-34.6,0.659,5008.7,1
45,10,0,3,0,1,1,1,2,2,515,1,999,0,1,1.1,93.994,-36.4,4.859,5191,1
40,6,1,2,0,1,0,0,5,2,893,1,999,0,1,-0.1,93.2,-42,4.021,5195.8,1
25,6,2,4,0,0,1,0,9,2,1127,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
33,4,0,1,0,0,0,0,2,0,1008,1,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,1
45,6,0,1,0,1,0,0,9,4,367,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
32,8,2,0,0,0,0,0,8,1,430,1,999,1,0,-2.9,92.963,-40.8,1.262,5076.2,1
61,5,0,3,2,1,0,0,8,3,1076,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
23,7,2,0,0,0,1,0,7,2,380,1,3,1,2,-1.1,94.601,-49.5,1.029,4963.6,1
49,9,0,1,2,0,0,0,3,0,309,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
57,0,0,2,0,0,0,0,3,1,388,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
35,5,0,3,0,1,0,0,5,3,820,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
45,6,0,2,2,0,0,1,8,2,924,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
27,5,2,3,0,0,0,0,0,4,167,3,3,1,2,-1.1,94.199,-37.5,0.879,4963.6,1
27,5,2,3,0,0,0,0,4,4,523,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
24,5,2,3,0,0,0,0,0,4,303,1,999,1,0,-1.1,94.199,-37.5,0.879,4963.6,1
35,3,0,3,0,1,0,0,8,4,269,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
30,6,0,2,2,0,0,0,5,4,677,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
53,5,1,3,0,0,0,0,6,4,2486,1,999,0,1,-1.8,93.369,-34.8,0.654,5008.7,1
25,6,0,0,2,1,1,1,2,0,741,6,999,0,1,1.1,93.994,-36.4,4.857,5191,1
44,5,0,3,0,1,0,0,3,4,254,2,999,0,1,-2.9,92.201,-31.4,0.883,5076.2,1
39,6,0,2,0,0,0,1,2,4,651,23,999,0,1,1.1,93.994,-36.4,4.86,5191,1
39,9,2,0,0,1,0,0,3,2,308,6,999,0,1,-1.7,94.027,-38.3,0.898,4991.6,1
33,6,2,2,2,0,1,1,2,0,788,11,999,0,1,1.1,93.994,-36.4,4.857,5191,1
83,0,1,1,0,0,0,0,0,4,268,1,9,3,2,-1.1,94.199,-37.5,0.879,4963.6,1
52,5,0,7,0,1,0,1,4,3,403,1,6,1,2,-1.8,93.749,-34.6,0.654,5008.7,1
32,6,2,0,0,0,0,0,2,3,329,1,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,1
21,7,2,2,0,0,0,0,6,3,363,1,6,1,2,-1.8,93.369,-34.8,0.655,5008.7,1
32,9,0,0,0,1,0,1,2,3,628,2,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,1
27,8,2,3,0,1,0,0,1,1,305,3,10,1,2,-3,92.713,-33,0.708,5023.5,1
31,8,2,3,0,1,0,1,4,1,847,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
46,3,1,0,0,0,0,0,0,2,267,2,999,1,0,-3.4,92.379,-29.8,0.762,5017.5,1
52,6,0,1,2,1,1,0,3,3,1250,4,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
29,6,0,1,2,0,0,0,2,1,658,1,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,1
34,10,0,4,2,1,0,0,5,0,788,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,1
68,0,0,6,0,0,1,0,2,4,420,1,999,1,0,-1.8,93.876,-40,0.692,5008.7,1
37,1,0,3,0,1,0,0,9,2,292,1,6,1,2,-1.7,94.215,-40.3,0.896,4991.6,1
42,2,0,1,0,0,0,1,8,4,500,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
37,5,0,3,0,0,0,1,9,0,1009,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
29,5,2,3,0,0,0,0,3,0,716,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
66,8,0,6,0,1,0,0,6,1,83,1,999,0,1,-1.8,92.843,-50,1.799,5099.1,1
26,7,2,0,0,1,0,0,3,2,155,2,6,2,0,-2.9,92.201,-31.4,0.825,5076.2,1
42,6,0,0,0,0,1,1,2,1,1297,3,999,0,1,1.1,93.994,-36.4,4.857,5191,1
66,0,0,1,0,1,1,1,5,4,1127,1,999,0,1,-3.4,92.649,-30.1,0.714,5017.5,1
55,11,0,3,0,1,0,0,3,3,164,1,999,0,1,-2.9,92.201,-31.4,0.854,5076.2,1
33,1,0,1,0,1,1,1,2,1,568,4,999,0,1,1.1,93.994,-36.4,4.856,5191,1
27,5,2,3,0,0,0,0,8,0,138,3,999,0,1,-2.9,92.963,-40.8,1.281,5076.2,1
60,5,0,0,0,0,0,0,7,1,604,1,999,1,0,-1.1,94.601,-49.5,1.037,4963.6,1
31,8,2,2,0,1,0,0,2,4,479,1,11,1,2,-1.8,92.893,-46.2,1.266,5099.1,1
24,6,0,2,2,0,0,0,9,3,349,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
31,4,2,3,0,1,0,0,6,1,180,1,10,1,2,-1.8,93.369,-34.8,0.646,5008.7,1
38,5,0,0,0,1,0,0,3,0,470,1,6,2,0,-2.9,92.201,-31.4,0.821,5076.2,1
34,5,2,3,0,1,0,0,3,4,518,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
49,5,0,0,0,1,0,0,2,1,668,1,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,1
33,4,1,2,0,0,0,1,2,3,1321,2,999,0,1,1.1,93.994,-36.4,4.859,5191,1
19,7,2,4,0,1,1,0,0,4,452,5,13,1,2,-1.1,94.199,-37.5,0.879,4963.6,1
33,5,0,3,0,1,0,0,3,2,576,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
32,5,2,3,0,0,0,0,9,1,527,1,999,0,1,-1.7,94.215,-40.3,0.893,4991.6,1
60,0,0,3,0,0,0,0,1,2,439,3,6,2,2,-3,92.713,-33,0.718,5023.5,1
35,1,0,3,0,0,0,0,4,4,375,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
46,1,0,0,0,1,1,0,3,3,1456,3,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
31,5,0,0,0,0,0,1,8,4,952,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
29,5,2,3,0,0,0,0,4,4,800,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
30,6,2,4,0,1,0,0,2,4,542,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
53,5,1,3,0,1,0,0,2,0,367,1,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
50,5,0,3,0,0,1,0,3,4,460,1,15,2,0,-2.9,92.201,-31.4,0.829,5076.2,1
29,8,2,6,0,1,0,0,5,2,1555,2,999,0,1,-0.1,93.2,-42,4.021,5195.8,1
35,5,2,6,0,1,0,0,5,2,397,3,999,0,1,-1.1,94.767,-50.8,1.04,4963.6,1
21,7,2,7,0,1,0,0,9,4,968,1,13,2,0,-1.7,94.215,-40.3,0.81,4991.6,1
36,6,2,0,0,0,1,0,2,3,1347,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,1
27,10,0,0,0,0,0,0,9,1,831,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
62,8,0,7,0,0,0,0,9,0,262,2,999,2,0,-1.7,94.215,-40.3,0.827,4991.6,1
33,5,2,3,2,0,1,0,4,2,526,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
32,3,2,3,0,0,0,0,4,4,394,1,999,0,1,-1.8,93.075,-47.1,1.435,5099.1,1
43,8,0,0,0,1,0,0,0,1,260,1,3,1,2,-3.4,92.379,-29.8,0.788,5017.5,1
50,6,0,4,2,0,0,1,8,3,586,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
34,5,0,3,0,0,1,0,0,0,250,3,999,0,1,-1.1,94.199,-37.5,0.882,4963.6,1
53,10,0,2,2,1,0,0,3,1,1282,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
25,5,2,3,0,1,0,0,3,0,163,1,6,1,2,-2.9,92.201,-31.4,0.861,5076.2,1
24,7,2,0,0,0,0,0,2,3,669,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
46,5,0,3,2,0,0,0,3,0,1141,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
25,5,2,0,0,0,0,0,2,2,682,3,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,1
34,8,0,6,0,0,0,1,6,0,300,6,6,1,2,-1.8,93.369,-34.8,0.646,5008.7,1
33,9,2,0,2,1,0,0,9,1,560,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
37,9,0,0,0,1,1,1,2,3,521,3,999,0,1,1.1,93.994,-36.4,4.858,5191,1
51,5,0,3,0,0,1,0,9,2,486,1,999,0,1,-1.7,94.215,-40.3,0.861,4991.6,1
40,6,0,1,2,1,0,0,5,4,628,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
28,5,2,0,0,1,1,0,8,4,296,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
44,5,0,7,0,0,0,0,9,2,745,1,999,1,0,-1.7,94.215,-40.3,0.861,4991.6,1
24,5,2,0,0,1,0,0,9,4,725,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
76,0,0,1,0,1,0,0,0,3,259,2,3,1,2,-3.4,92.379,-29.8,0.781,5017.5,1
26,5,2,3,0,1,0,1,3,1,215,1,999,1,0,-2.9,92.201,-31.4,0.859,5076.2,1
52,1,0,3,0,0,0,0,2,2,404,2,9,1,2,-1.8,93.876,-40,0.684,5008.7,1
54,5,0,0,0,1,0,0,5,2,402,1,3,3,2,-3.4,92.649,-30.1,0.716,5017.5,1
37,8,1,0,0,0,0,0,5,2,635,1,999,1,0,-0.1,93.2,-42,4.021,5195.8,1
27,5,0,3,0,1,0,0,2,2,670,4,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,1
59,10,1,0,2,1,0,1,8,4,1268,2,999,0,1,1.4,94.465,-41.8,4.958,5228.1,1
48,5,0,3,0,1,0,0,5,0,159,1,6,3,2,-1.1,94.767,-50.8,1.05,4963.6,1
26,7,2,0,0,1,0,0,4,4,116,4,999,0,1,-1.8,93.075,-47.1,1.406,5099.1,1
55,5,1,3,0,1,0,0,4,3,952,1,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,1
31,8,2,0,0,0,0,0,3,3,1033,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
28,6,2,3,0,0,0,0,4,1,107,3,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,1
55,0,0,1,0,0,0,0,9,3,761,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
26,8,2,6,0,1,0,0,0,2,249,1,3,3,2,-1.1,94.199,-37.5,0.879,4963.6,1
61,0,0,1,0,0,0,1,7,2,194,1,999,0,1,-1.1,94.601,-49.5,0.972,4963.6,1
38,8,2,3,0,0,0,0,4,2,202,5,999,1,0,-1.8,93.075,-47.1,1.4,5099.1,1
61,1,0,3,0,1,0,0,3,2,209,2,4,2,2,-2.9,92.201,-31.4,0.869,5076.2,1
65,0,2,3,0,0,0,0,5,4,253,1,999,2,0,-3.4,92.649,-30.1,0.714,5017.5,1
31,8,0,6,0,1,0,0,8,1,619,2,3,1,2,-1.7,94.055,-39.8,0.723,4991.6,1
22,7,2,0,0,1,1,0,2,0,1370,3,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
52,5,0,2,0,0,0,0,9,3,1171,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
78,0,0,1,0,1,0,1,4,1,137,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
30,1,0,3,0,0,0,0,7,3,711,1,999,0,1,-1.1,94.601,-49.5,1.043,4963.6,1
31,5,2,0,0,0,0,0,9,0,1017,6,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
27,5,2,3,0,1,0,0,3,3,429,2,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,1
19,7,2,2,0,1,0,0,4,1,299,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,1
52,5,1,3,0,1,0,0,9,0,867,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
24,9,2,0,0,1,0,0,9,4,860,2,9,2,0,-1.7,94.215,-40.3,0.884,4991.6,1
53,5,2,3,0,1,0,0,8,2,304,2,3,1,2,-2.9,92.963,-40.8,1.268,5076.2,1
28,6,2,0,0,1,0,0,4,4,329,2,999,0,1,-1.8,93.075,-47.1,1.483,5099.1,1
40,6,0,1,0,0,0,0,4,0,1550,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
29,5,0,0,0,1,0,0,8,1,379,2,13,1,2,-1.7,94.055,-39.8,0.723,4991.6,1
44,5,0,3,0,1,0,0,7,0,252,1,999,0,1,-1.1,94.601,-49.5,1,4963.6,1
32,5,0,3,0,1,0,0,6,0,517,1,999,0,1,-1.8,92.843,-50,1.52,5099.1,1
34,5,2,3,0,1,0,0,6,1,568,1,6,3,2,-1.8,93.369,-34.8,0.652,5008.7,1
89,0,1,1,0,0,0,0,8,0,245,1,999,0,1,-1.7,94.055,-39.8,0.72,4991.6,1
45,6,0,7,0,1,0,0,4,4,944,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,1
34,6,0,2,0,0,0,1,8,4,761,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,1
24,6,2,2,0,1,0,0,9,2,659,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
53,6,1,1,0,0,0,1,8,3,706,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
60,0,0,7,0,1,0,0,3,0,600,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
29,5,2,0,0,1,0,0,9,1,272,3,6,1,2,-1.7,94.215,-40.3,0.835,4991.6,1
34,8,1,4,0,1,0,0,9,1,716,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
45,2,2,1,0,1,0,0,0,0,219,1,999,0,1,-3.4,92.379,-29.8,0.797,5017.5,1
57,5,0,3,0,1,0,0,3,1,149,1,999,1,0,-2.9,92.201,-31.4,0.883,5076.2,1
39,8,2,6,0,0,0,0,9,0,617,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
